PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Gill, AC; Bogorodsky, SV; Mal, AO				Gill, Anthony C.; Bogorodsky, Sergey, V; Mal, Ahmad O.			Description of a second species of Gymnoxenisthmus from the Red Sea (Teleostei: Gobioidei: Xenisthmidae)	ZOOTAXA			English	Article						Indo-Pacific; ichthyology; systematics; taxonomy; morphology; Gymnoxenisthmus flavicinctus	FISH; GOBIIDAE; GENUS	Gymnoxenisthmus flavicinctus n. sp. is described from the 20.2 mm SL holotype collected from Sharm Obhur, Jeddah, Saudi Arabia, central Red Sea. It differs from the holotype and only known specimen of its congener G. tigrellus in having entirely unbranched pectoral-fin rays (versus only upper two rays and lowermost ray unbranched), 17 (versus 15) pectoral-fin rays and 13 (versus 12) segmented anal-fin rays. It also differs in live and preserved coloration. The new species brings the total number of xenisthmids known from the Red Sea to five.	[Gill, Anthony C.] Univ Sydney, Macleay Museum, A12 Macleay Bldg, Sydney, NSW 2006, Australia; [Gill, Anthony C.] Univ Sydney, Sch Biol Sci, A12 Macleay Bldg, Sydney, NSW 2006, Australia; [Gill, Anthony C.] Australian Museum, Ichthyol, 6 Coll St, Sydney, NSW 2010, Australia; [Bogorodsky, Sergey, V] Senckenberg Res Inst, Senckenberganlage 25, D-60325 Frankfurt, Germany; [Bogorodsky, Sergey, V] Nat Hist Museum Frankfurt, Senckenberganlage 25, D-60325 Frankfurt, Germany; [Bogorodsky, Sergey, V] Stn Nat, Omsk, Russia; [Mal, Ahmad O.] King Abdulaziz Univ, Fac Marine Sci, Marine Biol Dept, Jeddah, Saudi Arabia	Gill, AC (reprint author), Univ Sydney, Macleay Museum, A12 Macleay Bldg, Sydney, NSW 2006, Australia.; Gill, AC (reprint author), Univ Sydney, Sch Biol Sci, A12 Macleay Bldg, Sydney, NSW 2006, Australia.; Gill, AC (reprint author), Australian Museum, Ichthyol, 6 Coll St, Sydney, NSW 2010, Australia.	anthony.c.gill@sydney.edu.au; ic187196@yandex.ru; aomal@kau.edu.sa	Mal, Ahmad O/J-5628-2013	Gill, Anthony/0000-0002-8990-3657	KAU [D/1/432-DSR]; SRI	We thank Mark McGrouther, Amanda Hay and Sally E. Reader for curatorial assistance. Steffi Michalski assisted with preparation of Figure 2, and Yi-Kai Tea took the photo of the preserved holotype in Figure 1C. Susanne Dorow and Jennifer Steppler are gratefully thanked for technical assistance at SMF. The scientific research cooperation between King Abdulaziz University (KAU), Faculty of Marine Sciences (FMS), Jeddah, Saudi Arabia, and the Senckenberg Research Institute (SRI), Frankfurt, Germany, in the framework of the Red Sea Biodiversity Project, during which the present material was collected, was funded by KAU GRANT NO. "D/1/432-DSR". The authors acknowledge, with thanks, KAU and SRI for technical and financial support as well as Ali Al-Aidaroos, Mohsen Al Sofiyani (KAU), Fareed Krupp (SRI and Qatar Natural History Museum, Doha), and Tilman J. Alpermann (SRI) for their help in the realization of the present study. We thank Douglass F. Hoese for his critical review of the submitted manuscript.		13	0	0	0	2	MAGNOLIA PRESS	AUCKLAND	PO BOX 41383, AUCKLAND, ST LUKES 1030, NEW ZEALAND	1175-5326	1175-5334		ZOOTAXA	Zootaxa	APR 24	2019	4590	1					177	183		10.11646/zootaxa.4590.1.8			7	Zoology	Zoology	HU4WQ	WOS:000465277700008	31716106				2020-04-30	
J	van der Wal, S; Smit, NJ; Hadfield, KA				van der Wal, Serita; Smit, Nico J.; Hadfield, Kerry A.			Review of the fish parasitic genus Elthusa Schioedte & Meinert, 1884 (Crustacea, Isopoda, Cymothoidae) from South Africa, including the description of three new species	ZOOKEYS			English	Review						Alexander Bay; Atlantic Ocean; Clinus superciliosus; Elthusa raynaudii; fish parasites; Indian Ocean; taxonomy	REDESCRIPTION; CALIFORNIA; OCEAN; GILL	The branchial-attaching cymothoid genus, Elthusa Schioedte & Meinert, 1884 is a genus with a worldwide distribution of 36 species, including the three species described here. Elthusa raynaudii (Milne Edwards, 1840) is the only species that has been described from southern Africa. All South African material held at the National Museum of Natural History, Paris, France (MNHN) and the Iziko South African Museum, Cape Town (SAMC) identified as, or appearing to belong to, Elthusa was examined. Four species were identified, Elthusa raynaudii and three species that proved to be undescribed. Elthusa xena sp. n. can be distinguished by an evenly rounded pereonite 1 anterior margin, a roughly rectangular pleotelson, and narrowly rounded uropod apices that extend to more than half the length of the pleotelson. Elthusa acutinasa sp. n. is identified by the produced and narrowly rounded cephalon anterior margin, acute uropods that are shorter than half the length of the pleotelson, and pereonite 1 anterior margin with medial projection. Elthusa rotunda sp. n. is characterised by the round body shape, broadly rounded uropod apices, and protrusions on the proximal and lateral margins of the merus and carpus of pereopod 7. A key to the South African Elthusa species is provided, together with a table summarising the hosts and localities of the 33 previously known species of Elthusa.	[van der Wal, Serita; Smit, Nico J.; Hadfield, Kerry A.] North West Univ, Water Res Grp, Unit Environm Sci & Management, Private Bag X6001, ZA-2520 Potchefstroom, South Africa; [van der Wal, Serita] Ludwig Maximilians Univ Munchen, Zoomorphol Grp, Dept Biol 2, Grosshaderner Str 2, D-82152 Planegg Martinsried, Germany	Hadfield, KA (reprint author), North West Univ, Water Res Grp, Unit Environm Sci & Management, Private Bag X6001, ZA-2520 Potchefstroom, South Africa.	kerry.malherbe@nwu.ac.za	Hadfield, Kerry/AAD-8019-2019; Smit, Nico J/L-4905-2013	Smit, Nico J/0000-0001-7950-193X	Western Indian Ocean Marine Science Association (WIOMSA) Marine Research Grant; National Research Foundation (NRF) [IFR170210222411, 109352]; South African National Biodiversity Institute (SANBI); Foundational Biodiversity Information programme (FBIP)	The project was funded through a Western Indian Ocean Marine Science Association (WIOMSA) Marine Research Grant for KA Hadfield. The financial assistance of the National Research Foundation (NRF) (NRF project IFR170210222411 Grant 109352, NJ Smit, PI) and the South African National Biodiversity Institute (SANBI) in conjunction with the Foundational Biodiversity Information programme (FBIP, S van der Wal) supported this research and is hereby acknowledged. Opinions expressed, and conclusions arrived at, are those of the authors and are not necessarily those of the NRF. This is contribution number 336 from the NWU-Water Research Group. Prof Liesl van As, Aquatic Parasitology Research Group, University of the Free State, is thanked for the donation of the specimen here described as Elthusa xena sp. n. We also thank the Captain and crew of the FRS Africana and Sharon du Plessis (Chief Scientist) for the opportunity to collect material during the April/May 2003 South Coast Hake Biomass Survey. We would also like to thank Albe Bosman, curator at the Iziko South African Museum and Laure Corbari, curator at the National Museum of Natural History, Paris, for providing specimens and information on collections.		118	2	2	1	1	PENSOFT PUBL	SOFIA	12 PROF GEORGI ZLATARSKI ST, SOFIA, 1700, BULGARIA	1313-2989	1313-2970		ZOOKEYS	ZooKeys	APR 23	2019		841					1	37		10.3897/zookeys.841.32364			37	Zoology	Zoology	HU4UI	WOS:000465271700001	31097912	DOAJ Gold, Green Published			2020-04-30	
J	Marquez-Lopez, Y; Contreras-Ramos, A				Marquez-Lopez, Yesenia; Contreras-Ramos, Atilano			A new species of Wesmaelius Kruger from Mexico, with a key to the New World species of the subgenus Kimminsia Killington (Neuroptera, Hemerobiidae)	ZOOKEYS			English	Article						Brown lacewings; taxonomy; Tlaxcala; Transmexican Volcanic Belt	REVISION; GENERA	Wesmaelius (Kimminsia) nanacamilpa Marquez & Contreras, sp. n., a brown lacewing from Tlaxcala state, Mexico is described and illustrated. This is the second recorded species of Wesmaelius from Mexico, and the third from Middle America. Males of the new species may be identified by parameres separate apically, styliform sclerites directed basally, as well as a rounded gonarcus with a short entoprocessus. Females may be distinguished from closely related species by a subgenital plate with the central plate broadly incised basally. There are now 16 species of Wesmaelius known from the New World.	[Marquez-Lopez, Yesenia] Univ Autonoma Metropolitana Iztapalapa, Biol, Dept Biol, Ciudad De Mexico 09340, Mexico; [Contreras-Ramos, Atilano] UNAM, Inst Biol, Dept Zool, Ciudad Univ, Ciudad De Mexico 04510, Mexico	Contreras-Ramos, A (reprint author), UNAM, Inst Biol, Dept Zool, Ciudad Univ, Ciudad De Mexico 04510, Mexico.	acontreras@ib.unam.mx		Contreras-Ramos, Atilano/0000-0001-8044-1348	Programa de Apoyo a Proyectos de Investigacion e Innovacion Tecnologica (PAPIIT-UNAM)Programa de Apoyo a Proyectos de Investigacion e Innovacion Tecnologica (PAPIIT)Universidad Nacional Autonoma de Mexico [IN207517]; Consejo Nacional de Ciencia y TecnologiaConsejo Nacional de Ciencia y Tecnologia (CONACyT) [425413]	We are grateful to the managers of Bosque Magico de Piedra Canteada for allowing us access to conduct our research. We thank Andres Ramirez-Ponce and Magali Luna for their support during field work; thanks to Sara Lariza Rivera-Gasperin for her kind support with drawing genitalia structures. We also thank Susana Guzman Gomez for help with stereomicroscope photographs. Sincere thanks to David Bowles, Jan Klimaszewski, Vladimir Makarkin, Christopher Glasby, associate editor Shaun Winterton, and an anonymous reviewer for relevant observations that improved the original manuscript. This research was supported by Programa de Apoyo a Proyectos de Investigacion e Innovacion Tecnologica (PAPIIT-UNAM) through the project IN207517 "Aportaciones a la taxonomia y filogenia del orden Neuroptera (Insecta) en Mexico". YML thanks M.Sc. Mari Carmen Herrera Fuentes for general support as co-advisor at UAM-Iztapalapa, also Consejo Nacional de Ciencia y Tecnologia for support through Master's fellowship 425413.		17	0	0	1	1	PENSOFT PUBL	SOFIA	12 PROF GEORGI ZLATARSKI ST, SOFIA, 1700, BULGARIA	1313-2989	1313-2970		ZOOKEYS	ZooKeys	APR 23	2019		841					61	70		10.3897/zookeys.841.29570			10	Zoology	Zoology	HU4UI	WOS:000465271700003	31097913	DOAJ Gold, Green Published			2020-04-30	
J	Oliveira, LM; Hoeksema, BW; Rocha, RM				Oliveira, Livia M.; Hoeksema, Bert W.; Rocha, Rosana M.			Polysyncraton (Ascidiacea, Didemnidae): a re-examination of some specimens and descriptions of three new species	EUROPEAN JOURNAL OF TAXONOMY			English	Article						Ascidian; biodiversity; COI; taxonomy; Tunicata	TUNICATA	Polysyncraton Nott, 1892 is the second largest genus of didemnid ascidians; it has a wide distribution ranging from temperate to tropical waters. Seventy-one specimens of Polysyncraton from eight museum collections and recently collected samples were analyzed. This resulted in the description of three new species (P. cabofriense Oliveira & Rocha sp. nov. from Brazil, P. globosum Oliveira & Rocha sp. nov. from Australia and P. snelliusi Oliveira & Rocha sp. nov. from Suriname) and emended descriptions of three further species (P. amethysteum (Van Name, 1902), P. magnilarvum (Millar, 1962) and P. purou C. Monniot & F. Monniot, 1987).	[Oliveira, Livia M.; Rocha, Rosana M.] Univ Fed Parana, Lab Sistemat & Ecol Invertebrados Marinhos, Dept Zool, CP 19020, BR-81531980 Curitiba, Parana, Brazil; [Hoeksema, Bert W.] Naturalis Biodivers Ctr, Dept Taxon & Systemat, POB 9517, NL-2300 RA Leiden, Netherlands	Oliveira, LM (reprint author), Univ Fed Parana, Lab Sistemat & Ecol Invertebrados Marinhos, Dept Zool, CP 19020, BR-81531980 Curitiba, Parana, Brazil.	liviaoliveira@ufpr.br; bert.hoeksema@naturalis.nl; rmrocha@ufpr.br	da Rocha, Rosana Moreira/AAD-8390-2019; Hoeksema, Bert/U-8530-2019	da Rocha, Rosana Moreira/0000-0001-6712-7960; Hoeksema, Bert/0000-0001-8259-3783	CNPqNational Council for Scientific and Technological Development (CNPq) [141490/2014-4, 201086/2015-SWE, 445783/2014-1]; National Science FoundationNational Science Foundation (NSF) [DEB-1456674]	We would like to thank Francoise Monniot and Tito Lotufo for allowing us to borrow samples, Luis Felipe Skinner for his help during the field work and Miranda Lowe, Linda Cole and Estefania Rodriguez for receiving LMO at the NHM, USNM and AMNH. Naturalis Biodiversity Center offered logistical support. CNPq (141490/2014-4, 201086/2015-SWE, 445783/2014-1) financed part of this project, and the National Science Foundation (DEB-1456674) financed LMO's visit to the American collections.		43	1	1	0	2	MUSEUM NATL HISTOIRE NATURELLE	PARIS	SERVICE PUBLICATIONS SCIENTIFIQUES, 57 RUE CUVIER, 75005 PARIS, FRANCE	2118-9773			EUR J TAXON	Eur. J. Taxon.	APR 23	2019	519						1	25		10.5852/ejt.2019.519			25	Plant Sciences; Entomology; Zoology	Plant Sciences; Entomology; Zoology	HU4LZ	WOS:000465247700001		DOAJ Gold			2020-04-30	
J	Holovachov, O				Holovachov, Oleksandr			Campydoroides manautei gen. et sp. nov. from New Caledonia and a reappraisal of the suborder Campydorina (Nematoda)	EUROPEAN JOURNAL OF TAXONOMY			English	Article						Classification; fauna; morphology; revision; taxonomy	FREE-LIVING NEMATODES; SP-N; EPSILONEMATIDAE; COBB; DIVERSITY; CHECKLIST; EVOLUTION; MEIOFAUNA; IRONIDAE; BAY	The new genus and species Campydoroides manautei Holovachov gen. et sp. nov. is placed in the suborder Campydorina and is characterised by a transversely striated cuticle without lateral alae, body pores or epidermal glands; somatic sensilla only on pharyngeal region and on tail; a truncate labial region with papilliform inner labial, outer labial and cephalic sensilla; a stirrup-shaped amphid with transverse slit-like opening; a conoid stoma with strongly cuticularised walls and large protrusible dorsal tooth; a cylindrical pharynx with distinct basal bulb but without valves; a large ovoid cardia; didelphic, amphidelphic female gonads with antidromously reflexed ovaries and without spermatheca; a transverse vulva; a straight vagina without pars refringens vaginae or epiptygmata; an elongate tail with caudal glands and spinneret. The new genus is similar to the genera Campydora Cobb, 1920 and Udonchus Cobb, 1913 in having papilliform labial and cephalic sensilla, a stirrup-shaped amphid with a transverse slit-like opening, a stoma with a well-developed protrusible dorsal tooth, and a muscular pharynx with a strongly developed basal bulb, but can be easily separated from both in details of a stoma morphology. The systematics of the suborder Campydorina is revised. Halirhabdolaimus Siddiqi, 2012 is synonymised with Syringolaimus de Man, 1888.	[Holovachov, Oleksandr] Swedish Museum Nat Hist, Dept Zool, Box 50007, SE-10405 Stockholm, Sweden	Holovachov, O (reprint author), Swedish Museum Nat Hist, Dept Zool, Box 50007, SE-10405 Stockholm, Sweden.	oleksandr.holovachov@nrm.se		Holovachov, Oleksandr/0000-0002-4285-0754	Gouvernement de la Nouvelle-Caledonie; Province Sud; Province Nord; Office des Postes et Telecommunications; Maison de la Nouvelle-Caledonie; French Ministry for the Overseas	The New Caledonia Hydrobiological expedition 2016-2018 (PI: Philippe Bouchet) is a part of a cluster of expeditions under the Our Planet Reviewed/La Planete revisitee programme, implemented by the Museum national d'Histoire naturelle; Pascale Joannot, Head of expeditions programme) in partnership with the Conservatoire d'Espaces naturels, with funding from the Gouvernement de la Nouvelle-Caledonie, Province Sud, Province Nord, Office des Postes et Telecommunications, Maison de la Nouvelle-Caledonie, and the French Ministry for the Overseas. The expedition operated under the permits issued by the Province Sud and the Province Nord, and the organisers thank, respectively, Emmanuel Coutures and Isabelle Jurquet (Province Sud) and Jean-Jerome Cassan and Yannick Monlouis (Province Nord) for issuing of the permits. For logistics before, during, and after the field work, we thank Sebastien Faninoz and Alice Leblond. Our Planet Reviewed/La Planete revisitee is a global initiative founded in 2007 by the Museum national d'Histoire naturelle and Pro-Natura International. The author is grateful to Nicolas Charpin, Kaj Hnauane and Christine Pollabauer for their invaluable assistance during 2017 and 2018 sampling trips, to Joseph Manaute, director of the Parc provincial de la Riviere bleue, for providing necessary facilities and permits, and to Grazyna Winiszewska, Museum and Institute of Zoology, Polish Academy of Sciences for providing specimens of Campydora demonstrans used in this study.		54	1	1	0	0	MUSEUM NATL HISTOIRE NATURELLE	PARIS	SERVICE PUBLICATIONS SCIENTIFIQUES, 57 RUE CUVIER, 75005 PARIS, FRANCE	2118-9773			EUR J TAXON	Eur. J. Taxon.	APR 23	2019	518						1	23		10.5852/ejt.2019.518			23	Plant Sciences; Entomology; Zoology	Plant Sciences; Entomology; Zoology	HU4LU	WOS:000465247200001		DOAJ Gold			2020-04-30	
J	Shakhovskoy, IB; Parin, NV				Shakhovskoy, Ilia B.; Parin, Nikolay, V			A review of the flying fish genus Cypselurus (Beloniformes: Exocoetidae). Part 1. Revision of the subgenus Zonocypselurus Parin and Bogorodsky, 2011 with descriptions of one new subgenus, four new species and two new subspecies and reinstatement of one species as valid	ZOOTAXA			English	Review						Systematics; morphology; distribution; Cypselurus hexazona; C. bosha sp. nov.; C. olpar sp. nov.; Amustotrogon subgen. nov.; Cheilopogon formosus new combination; Ch. f. pseudospilopterus subsp. nov.; Ch. f. andamanicus subsp. nov.; Ch. marisrubri sp. nov.; Ch. katherinae sp. nov.; Red Sea endemics		The first part of the review of the four-winged flying fishes of the genus Cypselurus is presented, and shows that seven species belonging to two genera were mixed under the name Cypselurus (Zonocypselurus) hexazona, none of which is identical to Exocoetus hexazona Bleeker. A new subgenus of flying fish (Amustotrogon subgen. nov.) and four new species (Cheilopogon marisrubri, Cheilopogon katherinae, Cypselurus bosha, Cypselurus olpar) are described. The validity of Cypselurus formosus Kotthaus, 1969 is reinstated (as Cheilopogon (Amustotrogon) formosus). Three subspecies of Cheilopogon formosus are recognized: Ch. formosus formosus, Ch. f. pseudospilopterus subsp. nov. and Ch. f. andamanicus subsp. nov. Morphology of species and subspecies at different stages of ontogeny is described. Maps of their geographical distribution are presented. A key for identification of flying fish taxa described in the work is included.	[Shakhovskoy, Ilia B.; Parin, Nikolay, V] Russian Acad Sci IORAS, Shirshov Inst Oceanol, 36 Nahimovskiy Prospect, Moscow 117997, Russia	Shakhovskoy, IB (reprint author), Russian Acad Sci IORAS, Shirshov Inst Oceanol, 36 Nahimovskiy Prospect, Moscow 117997, Russia.	ilisha@yandex.com						47	1	1	0	2	MAGNOLIA PRESS	AUCKLAND	PO BOX 41383, AUCKLAND, ST LUKES 1030, NEW ZEALAND	1175-5326	1175-5334		ZOOTAXA	Zootaxa	APR 23	2019	4589	1					1	71		10.11646/zootaxa.4589.1.1			71	Zoology	Zoology	HU4VR	WOS:000465275200001	31716111				2020-04-30	
J	de Oliveira, JC; Oyakawa, OT				de Oliveira, Jose C.; Oyakawa, Osvaldo T.			New loricariid fishes from headwaters on Serra da Mantiqueira and Complexo do Espinhaco, Minas Gerais State, Brazil (Teleostei: Siluriformes: Loricariidae)	ZOOTAXA			English	Article						Loricarioidea; Neotropical cascudinhos; taxonomy; endemic species; biodiversity	PAREIORHAPHIS MIRANDA RIBEIRO; RIO DOCE BASIN; CATFISH SILURIFORMES; HARTTIA LORICARIIDAE; NEOPLECOSTOMINAE; BIOGEOGRAPHY; EVOLUTION	Three new species, of three different genera of loricariids, are described from the headwaters of Serra da Mantiqueira and Cadeia do Espinhaco, in Southeastern Minas Gerais State, Brazil. In this region, the Serra da Mantiqueira and the Complexo do Espinhaco are the highest points of the Brazilian Shield and delimits the headwaters of four drainages: Sao Francisco, Parana, Doce and Paraiba do Sul basins. Harttia intermontana, n. sp., is described from the headwaters of the Rio Doce basin and is the first record of the genus in this basin. The new species can be distinguished from its congeners by the pattern of abdominal covering, presence of preanal plates, presence and pattern of ornamentation of canal plate, and some characteristics related to sexual dimorphism. Pareiorhaphis togoroi, n. sp., is described from the headwaters of the Rio das Mortes basin, tributary to the Rio Grande, in the upper Rio Parana drainage, and represents the first record of the genus to this drainage, thus expanding its geographic distribution. It can be distinguished from most congeners by the absence of preadipose azygous plates, and characteristics related to secondary sexual characters of mature males: presence of odontodes on the lateral margin of head plus the absence of long hypertrophied odontodes on pectoral-fin spine. Neoplecostomus pirangaensis, n. sp., is described from the headwaters of the Rio Piranga, Rio Doce basin. The new species differs from all congeners by the much-reduced dermal platelets on the abdomen, devoid of developed odontodes between the insertions of the pectoral and pelvic fins. Neoplecostomus pirangaensis can also be distinguished from all congeners, except N. botucatu and N. paranensis, due to the complete absence of vestiges of the adipose fin (vs. vestiges, or adipose fin moderate to well developed and always present). The new species differs from N. botucatu by the absence of conspicuous dark spots all over the body and the presence of common dorsal bands in juveniles, and almost totally black in adults. It differs from N. paranensis by the bigger and less numerous teeth. Additionally, the new species differs from Neoplecostomus doceensis by the absence of enlarged fleshy folds between dentaries, and absence of a lateronasal plate.	[de Oliveira, Jose C.] Univ Fed Juiz Fora, POB 656, BR-36016330 Juiz De Fora, MG, Brazil; [Oyakawa, Osvaldo T.] Univ Sao Paulo, Museu Zool, POB 42694, BR-04299970 Sao Paulo, SP, Brazil	de Oliveira, JC (reprint author), Univ Fed Juiz Fora, POB 656, BR-36016330 Juiz De Fora, MG, Brazil.	jcarlos.oliveira@ufif.edu.br; oyakawa@usp.br						55	0	0	1	3	MAGNOLIA PRESS	AUCKLAND	PO BOX 41383, AUCKLAND, ST LUKES 1030, NEW ZEALAND	1175-5326	1175-5334		ZOOTAXA	Zootaxa	APR 18	2019	4586	3					401	424		10.11646/zootaxa.4586.3.1			24	Zoology	Zoology	HU0AJ	WOS:000464933500001	31716114				2020-04-30	
J	Yakovlev, RV; Sulak, H; Witt, TJ				Yakovlev, Roman, V; Sulak, Harald; Witt, Thomas J.			Preliminary list of Cossidae sensu str. (Lepidoptera, Cossoidea: Cossidae: Cossinae & Zeuzerinae) of the Republic of Angola with description of a new Strigocossus species	ZOOTAXA			English	Article						Carpenter-Moths; Cossidae; fauna; Africa; Strigocossus	MOTHS	An annotated list of the Cossidae of the Republic of Angola, including 24 species from 12 genera in two subfamilies, is presented. Thirteen species of Cossidae are reported for the first time from Angola. Strigocossus otti is described as a new species, sp. nov.	[Yakovlev, Roman, V] Altai State Univ, South Siberian Bot Garden, Lenina Pr 61, Barnaul 656049, Russia; [Yakovlev, Roman, V] Tomsk State Univ, Lab Biodivers & Ecol, Lenina Pr 36, Tomsk 634050, Russia; [Sulak, Harald; Witt, Thomas J.] Witt Museum, Tengstr 33, D-80796 Munich, Germany	Yakovlev, RV (reprint author), Altai State Univ, South Siberian Bot Garden, Lenina Pr 61, Barnaul 656049, Russia.; Yakovlev, RV (reprint author), Tomsk State Univ, Lab Biodivers & Ecol, Lenina Pr 36, Tomsk 634050, Russia.	yakovlev_asu@mail.ru	Yakovlev, Roman/AAE-7184-2020					51	0	0	0	0	MAGNOLIA PRESS	AUCKLAND	PO BOX 41383, AUCKLAND, ST LUKES 1030, NEW ZEALAND	1175-5326	1175-5334		ZOOTAXA	Zootaxa	APR 18	2019	4586	3					445	460		10.11646/zootaxa.4586.3.3			16	Zoology	Zoology	HU0AJ	WOS:000464933500003	31716116				2020-04-30	
J	Wei, N; Jersabek, CD; Xu, RL; Yang, YF				Wei, Nan; Jersabek, Christian D.; Xu, Runlin; Yang, Yufeng			New species and records of Colurella (Rotifera: Lepadellidae) from South China, with a key to Chinese Colurella	ZOOTAXA			English	Article						rotifer; trophi; taxonomy; estuary; littoral	MARINE ROTIFERS; PHUKET ISLAND; PEAT-SWAMPS; TROPHI; MONOGONONTA; JAWS; THAILAND; PROVINCE	A new species of the rotifer genus Colurella (Rotifera, Monogononta, Lepadellidae), C. ovalis sp. nov., is described from four sites (an artificial pond site, a mangrove swamp site, a tidal creek site on Qi'ao Island and an estuarine river site in Macao) in the Pearl River Estuary, South China. The ovate lorica of the new species is similar to C. sanoamuangae Chittapun, Pholpunthin & Segers, 1999, but can easily be distinguished by asymmetric posterior lorica ends and a less elongate lorica. The eurythermal and euryhaline animal could be observed perennially in the mangrove swamp site, occasionally with high abundances. Besides, two species of uncertain taxonomic status, two new records of Colurella species for China and a key to Chinese Colurella species are also presented. [Species Zoobank url: urn:lsid:zoobank.org:act:A725658A-5364-45EC-8B5C-485B23252710]	[Wei, Nan; Yang, Yufeng] Jinan Univ, Dept Ecol, Guangzhou 510632, Guangdong, Peoples R China; [Wei, Nan; Yang, Yufeng] Jinan Univ, Inst Hydrobiol, Guangzhou 510632, Guangdong, Peoples R China; [Jersabek, Christian D.] Univ Salzburg, Dept Biosci, A-5020 Salzburg, Austria; [Xu, Runlin] Sun Yat Sen Univ, Sch Life Sci, Guangzhou 510275, Guangdong, Peoples R China	Yang, YF (reprint author), Jinan Univ, Dept Ecol, Guangzhou 510632, Guangdong, Peoples R China.; Yang, YF (reprint author), Jinan Univ, Inst Hydrobiol, Guangzhou 510632, Guangdong, Peoples R China.; Xu, RL (reprint author), Sun Yat Sen Univ, Sch Life Sci, Guangzhou 510275, Guangdong, Peoples R China.	weinan1120@hotmail.com; Christian.Jersabek@sbg.ac.at; xurunlin_1960@yahoo.com; tyyf@jrat.edu.cn			NSFC (Natural Science Foundation of China)National Natural Science Foundation of China [31601840, 41673080]	The study was supported by NSFC (Natural Science Foundation of China) (31601840; 41673080). Sincere thanks go to the Instrumental Analysis and Research Center of Jinan University for providing access to the scanning electron microscope.		33	1	1	0	6	MAGNOLIA PRESS	AUCKLAND	PO BOX 41383, AUCKLAND, ST LUKES 1030, NEW ZEALAND	1175-5326	1175-5334		ZOOTAXA	Zootaxa	APR 18	2019	4586	3					475	490		10.11646/zootaxa.4586.3.5			16	Zoology	Zoology	HU0AJ	WOS:000464933500005	31716118				2020-04-30	
J	Zargar, M; Gupta, A; Talebi, AA; Farahani, S				Zargar, Mohammad; Gupta, Ankita; Talebi, Ali Asghar; Farahani, Samira			A review of the Iranian species of genus Iconella Mason (Hymenoptera: Braconidae: Microgastrinae) with description of two new species	ZOOTAXA			English	Review						taxonomy; distribution; identification key; new taxa	FABRICIUS; RECORD	The present study was carried out in the Khuzestan province of Iran during 2016-2017. In total, five species of the genus Iconella were collected and identified, of which two new species are described and illustrated: Iconella mongashtensis Zargar & Gupta sp. nov., and I. similus Zargar & Gupta sp. nov. One species, Iconella meruloides (Nixon 1965), is recorded for the first time from Iran and two species, Iconella myeloenta and I. subcamilla, are new provincial records. The number of Iconella species in Iran is now raised to eight. An identification key to all Iranian species of the genus Iconella is provided.	[Zargar, Mohammad; Talebi, Ali Asghar] Tarbiat Modares Univ, Fac Agr, Dept Entomol, POB 14115-336, Tehran, Iran; [Gupta, Ankita] ICAR Natl Bur Agr Insects Resources, PB 2491,Bellary Rd, Bangalore 560024, Karnataka, India; [Farahani, Samira] AREEO, Res Inst Forests & Rangelands, Tehran, Iran	Talebi, AA (reprint author), Tarbiat Modares Univ, Fac Agr, Dept Entomol, POB 14115-336, Tehran, Iran.	mohammad.zargar@modares.ac.ir; drankitagupta7@gmail.com; talebia@modares.ac.ir; s.farahani@rifr-ac.ir	Talebi, AliAsghar/Y-3281-2019		Tarbiat Modares University, Iran; Ministry of Science, Iran; Department of Agriculture Research and Education (DARE), Government of India [4-37/2017-IC.III (Trg.)]	MZ is thankful to Tarbiat Modares University, Iran and Ministry of Science, Iran for providing funds to visit ICAR-NBAIR, Bengaluru, India. AG is grateful to the Department of Agriculture Research and Education (DARE), Government of India (F. No. 4-37/2017-IC.III (Trg.) dated 13th April 2018), ICAR-National Bureau of Agricultural Insect Resources and Dr C. R. Ballal (Director, ICAR-NBAIR) for facilitating visit of MZ to India. We cordially thank Dr. John Jennings (The University of Adelaide, Australia) for his critical review and constructive comments, which significantly improved the paper.		33	2	2	0	1	MAGNOLIA PRESS	AUCKLAND	PO BOX 41383, AUCKLAND, ST LUKES 1030, NEW ZEALAND	1175-5326	1175-5334		ZOOTAXA	Zootaxa	APR 18	2019	4586	3					491	504		10.11646/zootaxa.4586.3.6			14	Zoology	Zoology	HU0AJ	WOS:000464933500006	31716119				2020-04-30	
