PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Ockelmann, KW; Cedhagen, T				Ockelmann, Kurt W.; Cedhagen, Tomas			Modiolus cimbricus sp. nov. (Bivalvia: Mytilidae) endemic in the Kattegat-Skagerrak	EUROPEAN JOURNAL OF TAXONOMY			English	Article						Modiolus cimbricus sp. nov.; endemic; Kattegat; Skagerrak	FUTURE; LARVAE; SEA	Small usually beautifully coloured mussels from the Kattegat were to date identified as Modiolus adriaticus (Lamarck, 1819) since C.G. Johs. Petersen's account of the shell-bearing molluscs was published in 1888. However, these mussels from Danish and Swedish waters represent a very distinct new species which also is endemic. The present paper serves to describe this new species, Modiolus cimbricus sp. nov., which belongs to the genus Modiolus Lamarck, 1799. The genus Gibbomodiola Sacco, 1898, to which Modiolus adriaticus has been moved, is here synonymized with Modiolus Lamarck, 1799.	[Ockelmann, Kurt W.] Univ Copenhagen, Dept Biol, Marine Biol Lab, Strandpromenaden 5, DK-3000 Helsingor, Denmark; [Cedhagen, Tomas] Aarhus Univ, Dept Biosci, Sect Aquat Biol, Ole Worms Alle 1, DK-8000 Aarhus C, Denmark	Cedhagen, T (reprint author), Aarhus Univ, Dept Biosci, Sect Aquat Biol, Ole Worms Alle 1, DK-8000 Aarhus C, Denmark.	lriemann@bio.ku.dk; cedhagen@bios.au.dk	Cedhagen, Tomas/J-6426-2013	Cedhagen, Tomas/0000-0003-4550-8177				50	0	0	0	0	MUSEUM NATL HISTOIRE NATURELLE	PARIS	SERVICE PUBLICATIONS SCIENTIFIQUES, 57 RUE CUVIER, 75005 PARIS, FRANCE	2118-9773			EUR J TAXON	Eur. J. Taxon.	SEP 24	2019	556									10.5852/ejt.2019.556			13	Plant Sciences; Entomology; Zoology	Plant Sciences; Entomology; Zoology	JA3MZ	WOS:000487728200001		DOAJ Gold			2020-04-30	
J	Pati, SK; Sujila, PS; Devi, ARS				Pati, S. K.; Sujila, P. S.; Devi, A. R. Sudha			Description of a new species of freshwater crab of the genus Arcithelphusa Pati & Sudha Devi, 2015 (Decapoda: Brachyura: Gecarcinucidae) from the Western Ghats, Kerala, India	ZOOTAXA			English	Article						Crustacea; taxonomy; Cylindrotelphusa; Vela; habitat preference	CRUSTACEA; POTAMIDAE; REVISION; ECOLOGY; CHINA; YEO	A new species of the hitherto monotypic gecarcinucid freshwater crab genus, Arcithelphusa Pati & Sudha Devi, 2015, is described from the Western Ghats, in the Wayanad district of Kerala, India. Arcithelphusa tumpikkai sp. nov. can be easily distinguished from the only congener, A. cochleariformis Pati & Sudha Devi, 2015, mainly by its relatively broader carapace, the presence of a short flagellum on the exopod of the third maxilliped, and the relatively less stout male first gonopod, with a sharply bent and relatively long terminal segment. The diagnosis for Arcithelphusa is emended to include the new species, which can be useful in distinguishing it from the closely related genus Cylindrotelphusa Alcock, 1909. The state of Kerala now has 38 species of gecarcinucid crabs, including the present new species.	[Pati, S. K.] Zool Survey India, Western Reg Ctr, Sect 29, Pune 411044, Maharashtra, India; [Sujila, P. S.; Devi, A. R. Sudha] Mary Matha Arts & Sci Coll, Dept Zool, Vemom PO, Mananthavady 670645, Kerala, India; [Sujila, P. S.; Devi, A. R. Sudha] Mary Matha Arts & Sci Coll, Res Ctr, Vemom PO, Mananthavady 670645, Kerala, India	Pati, SK (reprint author), Zool Survey India, Western Reg Ctr, Sect 29, Pune 411044, Maharashtra, India.	sameer_pati@yahoo.co.in	Pati, S.K./S-9923-2018	Pati, S.K./0000-0001-8418-7500	Council of Scientific and Industrial Research, New DelhiCouncil of Scientific & Industrial Research (CSIR) - India [08/659(0001)/2017-EMR-I]	The authors are grateful to Dr. Kailash Chandra, Director (Zoological Survey of India, Kolkata) for constant encouragement and research facilities. We are thankful to Dr. P.M. Sureshan (Zoological Survey of India, Western Ghat Regional Centre, Kozhikode) and Dr. P.S. Bhatnagar (ZSI-WRC) for their unstinted support. We also thank the authorities of Kerala Forests and Wildlife Department for granting permission to survey. Due credits to the following people for their sincere help during the collection: Mr. P. Subramanian, Mrs. P.K. Lakshmi, Miss P.S. Maya, Mr. K.M. Kurian, Miss R.K. Deepthi, Miss Sabi Fathima, and Mr. K. Shanavas. The second author (PSS) with gratitude acknowledges fellowship from the Council of Scientific and Industrial Research, New Delhi, vide 08/659(0001)/2017-EMR-I dated 17.07.2017. We thank Dr. Shazia Quasin (ZSI-WRC) for going through the initial draft of the manuscript. We express our gratitude to Dr. Chao Huang (Australian Museum, Sydney), Dr. Jose Christopher E. Mendoza (Lee Kong Chian Natural History Museum, Singapore), and an anonymous reviewer for greatly improving the manuscript.		21	0	0	1	2	MAGNOLIA PRESS	AUCKLAND	PO BOX 41383, AUCKLAND, ST LUKES 1030, NEW ZEALAND	1175-5326	1175-5334		ZOOTAXA	Zootaxa	SEP 24	2019	4674	2					203	214		10.11646/zootaxa.4674.2.2			12	Zoology	Zoology	JA3LF	WOS:000487722900002	31716010				2020-04-30	
J	de Medeiros, AD; Warren, AD; Dolibaina, DR; Carneiro, E; Mielke, OHH; Casagrande, MM				de Medeiros, Adalberto Dantas; Warren, Andrew D.; Dolibaina, Diego Rodrigo; Carneiro, Eduardo; Hendrik Mielke, Olaf Hermann; Casagrande, Mirna Martins			Taxonomic revision of the genus Tarmia Lindsey, 1925 stat. rev. (Hesperiidae: Hesperiinae: Hesperiini: Moncina) with the description of a new species from the Andes	ZOOTAXA			English	Article						Andean fauna; morphology; Neotropical region; skipper taxonomy		The genus Tarmia Lindsey. 1925, long considered a junior synonym of Phanes Godman. 1901, is here revised and its status is revalidated based on morphological evidence. Two Andean species are included in Tarmia: the type species, T monastica Lindsey, 1925 comb. rev., and a new species herein described, Tarmia greeneyi A. Warren, Medeiros, Dolibaina & O. Mielke sp. nov., from Ecuador, Peru and Bolivia. The male's symmetrical valvae and aedeagus with a twisted median portion, and the very wide ductus bursae of the female genitalia support Tarmia as valid genus apart of Phanes. Illustrations of the main diagnostic characters of both sexes and a distribution map are provided for the species of Tarmia.	[de Medeiros, Adalberto Dantas; Dolibaina, Diego Rodrigo; Carneiro, Eduardo; Hendrik Mielke, Olaf Hermann; Casagrande, Mirna Martins] Univ Fed Parana, Dept Zool, Lab Estudos Lepidoptera Neotrop, POB 19020, BR-81531980 Curitiba, Parana, Brazil; [Warren, Andrew D.] Univ Florida, Florida Museum Nat Hist, McGuire Ctr Lepidoptera & Biodivers, 3215 Hull Rd,UF Cultural Plaza,POB 112710, Gainesville, FL 32611 USA	de Medeiros, AD (reprint author), Univ Fed Parana, Dept Zool, Lab Estudos Lepidoptera Neotrop, POB 19020, BR-81531980 Curitiba, Parana, Brazil.	adalberto-8@hotmail.com; awhesp@gmail.com; dirodrido@gmail.com; carneiroeduardo@hotmail.com; omhesp@ufpr.br; mibras@ufpr.br	Dolibaina, Diego/F-8169-2015	Dolibaina, Diego/0000-0001-5258-3787	Conselho Nacional de Desenvolvimento Cientifico e Tecnologico (CNPq)National Council for Scientific and Technological Development (CNPq) [406172/2017-0, 304639/2014-7, 302084/2017-7]; Universidade Federal de Campina Grande (UFCG)	We thank Harold Greeney for sharing many interesting Hesperiidae specimens with us, including a paratype female of T. greeneyi sp. nov., and Gottfried Siebel for the in situ photo of T. greeneyi sp. nov. Thanks to Dr. Nick V. Grishin and Dr. Ricardo Siewert for comments on the manuscript. We thank the Conselho Nacional de Desenvolvimento Cientifico e Tecnologico (CNPq) for the following research fellowships: DRD, (406172/2017-0), OHHM (304639/2014-7) and MMC (302084/2017-7). We also thank the Universidade Federal de Campina Grande (UFCG) for the financial support granted to the first author.		9	0	0	0	0	MAGNOLIA PRESS	AUCKLAND	PO BOX 41383, AUCKLAND, ST LUKES 1030, NEW ZEALAND	1175-5326	1175-5334		ZOOTAXA	Zootaxa	SEP 24	2019	4674	2					215	224		10.11646/zootaxa.4674.2.3			10	Zoology	Zoology	JA3LF	WOS:000487722900003	31716011				2020-04-30	
J	Majumder, A; Drumont, A; Chandra, K; Dubey, AK				Majumder, Amitava; Drumont, Alain; Chandra, Kailash; Dubey, Anil Kumar			A new species of Sarmydus Pascoe, 1867 (Cerambycidae: Prioninae: Anacolini) from Nicobar Island, India	ZOOTAXA			English	Article						Longhorn beetle; genitalia; Andaman & Nicobar Island; biosphere reserve	COLEOPTERA	The adult male and female of a new species of longhorn beetle, Sarmydus nicobarensis sp. nov. arc described from the Great Nicobar and Camorta Islands, India Illustrations of habitus and male genitalia of the new species. as well as photographs of the holotype of S paukstadtorum Drumont, 2011 are provided.	[Majumder, Amitava; Chandra, Kailash] Zool Survey India, Prani Vigyan Bhavan,M Block, Kolkata 700053, W Bengal, India; [Drumont, Alain] Royal Belgian Inst Nat Sci, OD Taxon & Phylogeny, Vautier St 29, B-1000 Brussels, Belgium; [Dubey, Anil Kumar] Zool Survey India, Port Blair 744102, Andaman & Nicob, India	Majumder, A (reprint author), Zool Survey India, Prani Vigyan Bhavan,M Block, Kolkata 700053, W Bengal, India.	amitavamajumder.eco@gmail.com; adrumont@naturalsciences.be; kailash611@rediffmail.com; anil.2kd@gmail.com			Council of Scientific & Industrial Research (CSIR), IndiaCouncil of Scientific & Industrial Research (CSIR) - India	We are grateful to the Director of the Zoological Survey of India for providing necessary facilities. We are also thankful to Jiri Pirkl (Czech Republic) for the type images of S. paukstadtorum, and thank Ms. Florence Trus (RBINS-Scientific Service Heritage) for the stacked colour photos of the female of S. nicobarensis, and to Noel Mal for the photographs of dorsal habitus of holotype of S. paukstadtorum. Thanks are also due to Dr. Angshuman Raha (India) for his help in creating the map figure. The first author is indebted to Council of Scientific & Industrial Research (CSIR), India for the postdoctoral fellowship and grateful to Dr. H.V. Ghate (India), Norbert Delahaye (France) for their continuous support.		10	0	0	0	0	MAGNOLIA PRESS	AUCKLAND	PO BOX 41383, AUCKLAND, ST LUKES 1030, NEW ZEALAND	1175-5326	1175-5334		ZOOTAXA	Zootaxa	SEP 24	2019	4674	2					235	242		10.11646/zootaxa.4674.2.5			8	Zoology	Zoology	JA3LF	WOS:000487722900005	31716013				2020-04-30	
J	Glasby, CJ; Mandario, MAE; Burghardt, I; Kupriyanova, E; Gunton, LM; Hutchings, PA				Glasby, Christopher J.; Mandario, Mary Anne E.; Burghardt, Ingo; Kupriyanova, Elena; Gunton, Laetitia M.; Hutchings, Pat A.			A new species of the sanguinea-group Quatrefages, 1866 (Annelida: Eunicidae: Marphysa) from the Philippines	ZOOTAXA			English	Article						aquaculture; bloodworm; COI; fish farm; Polychaeta; systematics; taxonomy	POLYCHAETA EUNICIDAE; CHINA; COAST; REDESCRIPTION; PHYLOGENY	A new species of the Marphysa sanguinea group, M. iloiloensis n. sp. (Annelida: Eunicida: Eunicidae), is described from the Marine Annelids Hatchery of the Southeast Asian Fisheries Development Center, Aquaculture Department (SEAFDECAQD), Iloilo Province, Philippines. It represents the first record of this group in the Philippines. The new species is most similar morphologically toM. hongkongensa Wang, Zhang & Qiu. 2018, but can be distinguished from it by having fewer branchial filaments. a pair of faint eyes (absent in M. hongkongensa), and in slight differences in jaw morphology and chaetation. The embryos of the new species develop inside a jelly cocoon attached to the entrance of the adult burrow; this is the first time that egg-containing cocoons have been found in any species of the sanguinea-group. Phylogenetic analysis based on the mitochondrial gene cytochrome c oxidase subunit I (COI) revealed that Marphysa iloiloensis n. sp. is genetically distinct from all other analysed Marphysa species and forms a sister group to M. hongkongensa. A revised identification key to members of the sanguinea-group in Southeast Asia is provided.	[Glasby, Christopher J.] Museum & Art Gallery Northern Terr, GPO Box 4646, Darwin, NT 0801, Australia; [Mandario, Mary Anne E.] Southeast Asian Fisheries Dev Ctr SEAFDEC AQD, Aquaculture Dept, Iloilo 5021, Philippines; [Burghardt, Ingo; Kupriyanova, Elena; Gunton, Laetitia M.; Hutchings, Pat A.] Australian Museum, 1 William St, Sydney, NSW 2010, Australia; [Kupriyanova, Elena; Hutchings, Pat A.] Macquarie Univ, Biol Sci, N Ryde, NSW 2109, Australia	Glasby, CJ (reprint author), Museum & Art Gallery Northern Terr, GPO Box 4646, Darwin, NT 0801, Australia.	chris.glasby@nt.gov.au	Kupriyanova, Elena/E-9986-2012; Mandario, Mary Anne/AAF-4247-2019; Glasby, Christopher J/R-8382-2016	Kupriyanova, Elena/0000-0003-0336-4718; Mandario, Mary Anne/0000-0002-0023-7847; 	SEAFDEC/AQD [Br-02-Y2016T]; ABRS grant [RG18-21]	The study was partially funded by SEAFDEC/AQD under the study code Br-02-Y2016T, ABRS grant RG18-21 involving authors EK, PH, and CG. We thank Olga Biriukova (Museum & Art Gallery Northern Territory) for preparing the morphological figures, Sue Lindsay (Macquarie University) for operating the SEM, Yubin Liu for providing specimens of M. tripectinata from China, and Nicolas Lavesque and Jacques Grall for providing specimens of M. sanguinea sensu stricto from France.		56	0	0	1	1	MAGNOLIA PRESS	AUCKLAND	PO BOX 41383, AUCKLAND, ST LUKES 1030, NEW ZEALAND	1175-5326	1175-5334		ZOOTAXA	Zootaxa	SEP 24	2019	4674	2					264	282		10.11646/zootaxa.4674.2.7			19	Zoology	Zoology	JA3LF	WOS:000487722900007	31716015				2020-04-30	
J	Jaloszynski, P				Jaloszynski, Pawel			Filling gaps in distribution of Japanese Paraneseuthia Franz: discovery of a new species on Okinawa-Jima (Coleoptera, Staphylinidae, Scydmaeninae)	ZOOTAXA			English	Article						Eutheiini; new species; Ryukyus; Shikoku; Honshu	PHYLOGENY; EUTHEIINI	Five currently known Japanese species of the eutheiine genus Paraneseuthia occur on Honshu, Shikoku, Kyushu, and Ishigaki-jima of the Ryukyu Archipelago. The southernmost Japanese species was separated from its geographically (and yew likely phylogenetically) closest relatives that live on Kynshu by over a thousand kilometers of the Pacific Ocean. Paraneseuthia zanetae sp. n., found on Okinawa Jima, the largest Ryukyuan island, is described, filling this wide distributional gap. The new species is yet another member of the informal P. paradoxa group, which comprises all Japanese members of this genus that share similar male protibial modifications and a complicated structure of the aedeagus; also two Russian Far Eastern species show close morphological affinities to those inhabiting the Japanese Archipelago.	[Jaloszynski, Pawel] Univ Wroclaw, Museum Nat Hist, Sienkiewicza 21, PL-50335 Wroclaw, Poland	Jaloszynski, P (reprint author), Univ Wroclaw, Museum Nat Hist, Sienkiewicza 21, PL-50335 Wroclaw, Poland.	scydmaenus@yahoo.com						11	0	0	1	1	MAGNOLIA PRESS	AUCKLAND	PO BOX 41383, AUCKLAND, ST LUKES 1030, NEW ZEALAND	1175-5326	1175-5334		ZOOTAXA	Zootaxa	SEP 24	2019	4674	2					296	300		10.11646/zootaxa.4674.2.9			5	Zoology	Zoology	JA3LF	WOS:000487722900009	31716017				2020-04-30	
J	Dorey, JB; Schwarz, MP; Stevens, MI				Dorey, James B.; Schwarz, Michael P.; Stevens, Mark, I			Review of the bee genus Homalictus Cockerell (Hymenoptera: Halictidae) from Fiji with description of nine new species	ZOOTAXA			English	Review						DNA barcodes; Lasioglossum; Pacific Islands; taxonomy; Viti Levu	PHYLOGENY	The genus Homalictus Cockerell has not been taxonomically reviewed in the Fijian archipelago for 40 years. Here we redescribe the four known species and describe nine new ones, bringing the number of endemic Homalictus in Fiji to 13 species. We provide identifications keys to all species. Most of the species diversity (11 species) have their distributions over 800 m asl (meters above sea level; highlands), and with only two species under 800 m asl (lowlands). We highlight the vulnerability of the highland-restricted species to a warming climate, and document the potential extinction of one highland species. The new species described here are H. atritergus sp. nov., H. concaves sp. nov., H. groomi sp. nov., H. kaicolo sp. nov., H. nadarivatu sp. nov., H. ostridorsum sp. nov., H. taveuni sp. nov. H. terminalis sp. nov. and H. tuiwawae sp. nov.. [Zoobank URL: urn: zoobank.org :act :71318BEC-40CD-470E-A1E7-0E1FD18A6459]	[Dorey, James B.; Schwarz, Michael P.] Flinders Univ S Australia, Coll Sci & Engn, GPO Box 2100, Adelaide, SA 5001, Australia; [Dorey, James B.; Stevens, Mark, I] South Australian Museum, GPO Box 234, Adelaide, SA 5001, Australia; [Stevens, Mark, I] Univ South Australia, Sch Pharm & Med Sci, Adelaide, SA, Australia	Dorey, JB (reprint author), Flinders Univ S Australia, Coll Sci & Engn, GPO Box 2100, Adelaide, SA 5001, Australia.; Dorey, JB (reprint author), South Australian Museum, GPO Box 234, Adelaide, SA 5001, Australia.	jbdorey@me.com		Dorey, James/0000-0003-2721-3842	Australia Pacific Science Foundation; New Colombo Plan grant from the Australian Federal Government [NCPST Fiji 15482]; Playford Memorial Trust	Fieldwork was funded by the Australia Pacific Science Foundation and a New Colombo Plan grant (NCPST Fiji 15482) from the Australian Federal Government. Further thanks go to the Playford Memorial Trust for providing funding to James Dorey for the duration of this project.		42	2	2	1	3	MAGNOLIA PRESS	AUCKLAND	PO BOX 41383, AUCKLAND, ST LUKES 1030, NEW ZEALAND	1175-5326	1175-5334		ZOOTAXA	Zootaxa	SEP 23	2019	4674	1					1	46		10.11646/zootaxa.4674.1.1			46	Zoology	Zoology	JA3KG	WOS:000487719900001	31716018				2020-04-30	
J	Zhou, ZY; Sun, ZY; Qi, S; Lu, YY; Lyu, ZT; Wang, YY; Li, PP; Ma, JZ				Zhou, Zhengyan; Sun, Zhiyong; Qi, Shuo; Lu, Yuyan; Lyu, Zhitong; Wang, Yingyong; Li, Pipeng; Ma, Jianzhang			A new species of the genus Hebius (Squamata: Colubridae: Natricinae) from Hunan Province, China	ZOOTAXA			English	Article						Hebius sangzhiensis sp. nov.; Natricinae; new species; taxonomy	ASIAN KEELBACK SNAKES; AMPHIESMA	A new snake species of the genus Hebius is described on the basis of three specimens from Hunan Province, China. The new species can be distinguished from its congeners by a significant genetic divergence of 6.1%-12.9% of the mitochondrial cytb gene and a combination of the following morphological characters: (1) tail long. approximately 25% of the total length; (2) dorsal scale rows 19-19-17, vertebral scales enlarged, smooth, 2nd-10th rows distinctly keeled; (3) anterior temporals 2, preocular 1. postoculais 3; (4) ventrals 160-164; (5) internasals narrowed anteriorly; (6) a pair of occipital spots and a pale postparietal streak; (7) a pale brown or beige dorsolateral stripe on the 4th-6th scale rows: (8) ventral scales brick-red at their outer border, with a row of well-defined dark blotches; (9) maxillary teeth 21, gradually enlarged, followed by 2 moderately enlarged posterior teeth, without diastema; (10) nostrils lateral.	[Zhou, Zhengyan; Sun, Zhiyong; Ma, Jianzhang] Northeast Forestry Univ, Coll Wildlife Resources, Harbin 150040, Heilongjiang, Peoples R China; [Zhou, Zhengyan; Qi, Shuo; Lu, Yuyan; Li, Pipeng] Shenyang Normal Univ, Inst Herpetol, Shenyang 110034, Liaoning, Peoples R China; [Zhou, Zhengyan] Shenyang Normal Univ, Expt Ctr, Shenyang 110034, Liaoning, Peoples R China; [Lyu, Zhitong; Wang, Yingyong] Sun Yat Sen Univ, Sch Life Sci, Museum Biol, State Key Lab Biocontrol, Guangzhou 510275, Guangdong, Peoples R China; [Sun, Zhiyong] Jiangxi Acad Forestry, Nanchang 330013, Jiangxi, Peoples R China	Ma, JZ (reprint author), Northeast Forestry Univ, Coll Wildlife Resources, Harbin 150040, Heilongjiang, Peoples R China.; Li, PP (reprint author), Shenyang Normal Univ, Inst Herpetol, Shenyang 110034, Liaoning, Peoples R China.	lipipeng@yahoo.com; jianzhangma@163.com						34	0	0	0	0	MAGNOLIA PRESS	AUCKLAND	PO BOX 41383, AUCKLAND, ST LUKES 1030, NEW ZEALAND	1175-5326	1175-5334		ZOOTAXA	Zootaxa	SEP 23	2019	4674	1					68	82		10.11646/zootaxa.4674.1.3			15	Zoology	Zoology	JA3KG	WOS:000487719900003	31716020				2020-04-30	
J	Rheims, CA				Rheims, Cristina A.			Extraordinarius gen. nov., a new genus of Sparianthinae spiders (Araneae: Sparassidae) from southeastern Brazil	ZOOTAXA			English	Article						Neotropical region; new species; taxonomy	HUNTSMAN SPIDERS; DECAPHORA FRANGANILLO; PHYLOGENY; KEY	A new genus of Sparianthinae, Extraordinarius gen. nov., is proposed to include the type species, Extraordinarius andrematosi sp. nov.(male female), from Sao Paulo, E. brucedickinsoni sp. nov.(male female), from Minas Gerais and Espirito Santo, and E. klausmeinei sp. nov. (male) and E. rickalleni sp. nov. (male female), from Espirito Santo. The genus is remarkable in that it is the only Neotropical genus of Sparianthinae with a large, sclerotized, Z-shaped conductor in the male palp and represents the southernmost record for the subfamily in the region. A distribution map is provided for all known species of the genus.	[Rheims, Cristina A.] Inst Butantan, Lab Especial Colecoes Zool, Av Vital Brasil 1500, BR-05503900 Sao Paulo, SP, Brazil	Rheims, CA (reprint author), Inst Butantan, Lab Especial Colecoes Zool, Av Vital Brasil 1500, BR-05503900 Sao Paulo, SP, Brazil.	carheims@gmail.com			Fundacao de Amparo a Pesquisa de Sao Paulo (FAPESP)Fundacao de Amparo a Pesquisa do Estado de Sao Paulo (FAPESP) [2011/18694-3, 2015/18982-0]	This study was supported by Fundacao de Amparo a Pesquisa de Sao Paulo (FAPESP no. 2011/18694-3; 2015/18982-0). We wish to thank Beatriz Mauricio (Laboratorio de Biologia Celular, Instituto Butantan, Sao Paulo) for helping with SEMs; Christoph Muster and two anonymous reviewers greatly contributed to the final version of the manuscript.		25	0	0	0	0	MAGNOLIA PRESS	AUCKLAND	PO BOX 41383, AUCKLAND, ST LUKES 1030, NEW ZEALAND	1175-5326	1175-5334		ZOOTAXA	Zootaxa	SEP 23	2019	4674	1					83	99		10.11646/zootaxa.4674.1.4			17	Zoology	Zoology	JA3KG	WOS:000487719900004	31716021				2020-04-30	
J	Peart, RA; Spong, K; Sutherland, J; Kelly, M				Peart, Rachael A.; Spong, Keren; Sutherland, Judy; Kelly, Michelle			A new species of sponge-dwelling amphipod, Polycheria spongoteras sp. nov., from Spirits Bay, Northland, New Zealand	ZOOTAXA			English	Article						Crustacea; Amphipoda; Dexaminidae; Polycheria; new species; Porifera; Suberitida; Suberitidae; Homaxinella erecta		A new species of the often-cryptic genus Polycheria (Crustacea; Amphipoda) was discovered living in a small specimen of the sponge. Homaxinella erecta (Brondsted, 1924) (Demospongiae, Subcritida, Suberitidae), in Spirits Bay, on the northern tip of the North Island of New Zealand. Polycheria spongoteras sp. nov. is described using integrative techniques (morphologically, molecularly and ecologically), with discussions on the New Zealand records of the genus and related taxa. The host sponge is redescribed and placed in the Spirits Bay context. [Zooban URL: urn:lsid:zoobank.org:act: FB60B77B-6B98-4102-A41F-D980B03204EB]	[Peart, Rachael A.; Sutherland, Judy] Natl Inst Water & Atmospher Res, Coast & Oceans Natl Ctr, Private Bag 14901, Wellington, New Zealand; [Spong, Keren; Kelly, Michelle] Natl Inst Water & Atmospher Res NIWA Ltd, Coasts & Oceans Natl Ctr, Private Bag 99940, Auckland 1149, New Zealand	Peart, RA (reprint author), Natl Inst Water & Atmospher Res, Coast & Oceans Natl Ctr, Private Bag 14901, Wellington, New Zealand.	rachael.peart@niwa.co.nz; keren.spong@niwa.co.nz; judy.sutherland@niwa.co.nz; michelle.kelly@niwa.co.nz			Ministry of Primary Industries [BEN201403, ZBD201705]; NIWA; NIWA Invertebrate Collection [BEN201403]	Specimens were provided by the NIWA Invertebrate Collection from the project BEN201403. The Ministry of Primary Industries funded the original survey (BEN201403) and analysis (ZBD201705). We are grateful to Sadie Mills, Diana Macpherson and Caroline Chin for their diligent assistance with the loan and curation of the samples. We thank John Rosser MA (Doub Hons), LTCL, for his assistance with the correct form of the new species name. This research was funded by NIWA under Coasts and Oceans Research Programme 2 Marine Biological Resources: Discovery and definition of the marine biota of New Zealand (2018/2019 SCI).		39	0	0	0	0	MAGNOLIA PRESS	AUCKLAND	PO BOX 41383, AUCKLAND, ST LUKES 1030, NEW ZEALAND	1175-5326	1175-5334		ZOOTAXA	Zootaxa	SEP 23	2019	4674	1					127	141		10.11646/zootaxa.4674.1.7			15	Zoology	Zoology	JA3KG	WOS:000487719900007	31716024				2020-04-30	
